pipeline,readout,contrast,bird_id,panel_count,mean_contribution,sign
birdnet,centroid,B_minus_C,vs84238,12,0.53440033908300166,positive
birdnet,centroid,B_minus_C,vs84262,12,0.44576466418571675,positive
birdnet,centroid,B_minus_C,vz29416,12,0.68429637994855386,positive
birdnet,centroid,B_minus_C,vz29510,12,0.87992506899829548,positive
birdnet,centroid,B_minus_C,vz30799,12,0.83598635663853071,positive
birdnet,centroid,B_minus_C,vz31403,12,0.56715188362785618,positive
birdnet,centroid,B_minus_C,vz31410,12,0.82570177548247736,positive
birdnet,centroid,B_minus_C,vz31466,12,0,zero
birdnet,centroid,B_minus_C,vz31728,12,0.430807305576135,positive
birdnet,centroid,B_minus_C,vz31742,12,0.34003440199092377,positive
birdnet,centroid,B_minus_C,vz31749,12,0.85879319426230172,positive
birdnet,centroid,B_minus_C,vz31866,12,0.080747218513394239,positive
birdnet,centroid,B_minus_C,vz31906,12,0.64538176248702561,positive
birdnet,centroid,B_minus_C,vz32978,12,0.95530703864037181,positive
birdnet,centroid,B_minus_C,vz33158,12,0.27635464706698826,positive
birdnet,centroid,B_minus_C,vz33280,12,0.66482804232804238,positive
birdnet,centroid,B_minus_C,vz33342,12,0.53384420590302939,positive
birdnet,centroid,B_minus_C,vz33544,12,0.2274078187084648,positive
birdnet,centroid,B_minus_C,vz33661,12,0.58055081639473649,positive
birdnet,centroid,B_minus_C,vz33688,12,0.42359940254677092,positive
birdnet,centroid,B_minus_C,vz33691,12,0.27977277159939695,positive
birdnet,centroid,B_minus_C,vz33700,12,0.81798709276121884,positive
birdnet,centroid,B_minus_C,vz33851,12,0.80007291073632902,positive
birdnet,centroid,B_minus_C,vz33887,12,0.8716788160753679,positive
birdnet,centroid,B_minus_C,vz33890,12,0.87034656433207147,positive
birdnet,centroid,B_minus_C,vz33899,12,0.64607711393072587,positive
perch,linear,B_minus_A,pf71373,12,0.7450973132474682,positive
perch,linear,B_minus_A,pf71395,12,0.92329059829059845,positive
perch,linear,B_minus_A,pf71411,12,0.89198676323676318,positive
perch,linear,B_minus_A,pf71904,12,0.88853366313320548,positive
perch,linear,B_minus_A,pf71915,12,0.85836888554279855,positive
perch,linear,B_minus_A,pf71937,12,0.92480004552961892,positive
perch,linear,B_minus_A,pf72101,12,0.75737091044108584,positive
perch,linear,B_minus_A,pf72506,12,0.91388909068161561,positive
perch,linear,B_minus_A,pf72509,12,0.9541838312255736,positive
perch,linear,B_minus_A,pf72510,12,0.90703020176704385,positive
perch,linear,B_minus_A,pf72514,12,0.65469010512926251,positive
perch,linear,B_minus_A,pf72561,12,1,positive
perch,linear,B_minus_A,pf72730,12,0.99603174603174605,positive
perch,linear,B_minus_A,pf72757,12,0.97615440115440111,positive
perch,linear,B_minus_A,te80906,12,0.98407002354370776,positive
perch,linear,B_minus_A,te80930,12,0.59584107699432776,positive
perch,linear,B_minus_A,tj26850,12,0.76139547586916001,positive
perch,linear,B_minus_A,tl38410,12,0.98913043478260876,positive
perch,linear,B_minus_A,tl38650,12,0.8167811901750196,positive
perch,linear,B_minus_A,tl38664,12,0.69773898027532433,positive
perch,linear,B_minus_A,tr43216,12,0.75847781198658382,positive
perch,linear,B_minus_A,tr43324,12,0.98076923076923084,positive
perch,linear,B_minus_A,tr43332,12,0.76171528314145087,positive
perch,linear,B_minus_A,tr43333,12,0.68690228301728473,positive
perch,linear,B_minus_A,tr43342,12,0.39386156460145783,positive
perch,linear,B_minus_A,ts47913,12,0.8465117099675924,positive
perch,linear,B_minus_A,ts47968,12,0.7477230466194813,positive
perch,linear,B_minus_A,tv26548,12,0.8492186687820914,positive
perch,linear,B_minus_A,tv44361,12,0.70658366395289651,positive
perch,linear,B_minus_A,tw41613,12,0.57742055420354432,positive
perch,linear,B_minus_A,tw41667,12,0.92302744459607211,positive
perch,linear,B_minus_A,tw41728,12,0.92571010860484559,positive
perch,linear,B_minus_A,tw41833,12,0.99603174603174605,positive
perch,linear,B_minus_A,tw41850,12,0.83737990810359231,positive
perch,linear,B_minus_A,tw41881,12,0.74870036184681499,positive
perch,linear,B_minus_A,tw41893,12,0.79745119447420254,positive
perch,linear,B_minus_A,ty68001,12,0.92610201975527062,positive
perch,linear,B_minus_A,ty68090,12,0.70101635527653861,positive
perch,linear,B_minus_A,ty68169,12,0.67262232936145983,positive
perch,linear,B_minus_A,ty68197,12,0.5055055123705009,positive
perch,linear,B_minus_A,ty68250,12,0.94811736288718407,positive
perch,linear,B_minus_A,ty68256,12,0.94046650374049745,positive
perch,linear,B_minus_A,ty68266,12,0.86338383838383825,positive
perch,linear,B_minus_A,ty68269,12,0.92673992673992667,positive
perch,linear,B_minus_A,ty68288,12,0.67290431414147422,positive
perch,linear,B_minus_A,ty68290,12,0.94859032794404319,positive
perch,linear,B_minus_A,ty68302,12,0.61822151041909101,positive
perch,linear,B_minus_A,ty68314,12,0.2366428474855182,positive
perch,linear,B_minus_A,ty68356,12,0.91258047508047513,positive
perch,linear,B_minus_A,ty68365,12,0.88678514467988157,positive
perch,linear,B_minus_A,ty68368,12,0.38763000043185802,positive
perch,linear,B_minus_A,ty68410,12,0.82437176400024692,positive
perch,linear,B_minus_A,ty68701,12,0.3486211049420182,positive
perch,linear,B_minus_A,ty68797,12,0.94607242725310059,positive
perch,linear,B_minus_A,ty68817,12,0.22542522986055089,positive
perch,linear,B_minus_A,ty69095,12,0.084540190345143928,positive
perch,linear,B_minus_A,ty69215,12,0.37453259301085384,positive
perch,linear,B_minus_A,ty69216,12,0.4091099384808578,positive
perch,linear,B_minus_A,ty69429,12,0.43698646039203309,positive
perch,linear,B_minus_A,ty69450,12,0.76067946930950014,positive
perch,linear,B_minus_A,ty69456,12,0.82545411005977221,positive
perch,linear,B_minus_A,ty69457,12,0.65721527121474421,positive
perch,linear,B_minus_A,ty69479,12,0.63262836749830287,positive
perch,linear,B_minus_A,ty69494,12,0.53143082047325552,positive
perch,linear,B_minus_A,ty69500,12,0.96730006105006094,positive
perch,linear,B_minus_A,ty70009,12,0.3834276459121661,positive
perch,linear,B_minus_A,ty70013,12,0.93356180856180859,positive
perch,linear,B_minus_A,ty70023,12,0.64881595144045623,positive
perch,linear,B_minus_A,ty70082,12,0.90013139273007692,positive
perch,linear,B_minus_A,ty70093,12,0.57920652577498488,positive
perch,linear,B_minus_A,ty70118,12,0.84512015762015757,positive
perch,linear,B_minus_A,ty70233,12,0.677560325633348,positive
perch,linear,B_minus_A,ty70249,12,0.45695799359472367,positive
perch,linear,B_minus_A,ty70291,12,0.68797213038628602,positive
perch,linear,B_minus_A,ty70575,12,0.69054163185742123,positive
perch,linear,B_minus_A,ty70701,12,0.037037037037037042,positive
perch,linear,B_minus_A,ty70791,12,0.56792112260857175,positive
perch,linear,B_minus_A,ty70988,12,0.77187209762438602,positive
perch,linear,B_minus_A,vb55885,12,0.89310586354064625,positive
perch,linear,B_minus_A,vs83969,12,0.86870425183118682,positive
perch,linear,B_minus_A,vs84180,12,0.55160790966950379,positive
perch,linear,B_minus_A,vs84238,12,0.85462947789909693,positive
perch,linear,B_minus_A,vs84262,12,0.82868766118194037,positive
perch,linear,B_minus_A,vz29416,12,0.85092940374803117,positive
perch,linear,B_minus_A,vz29510,12,0.93234243014944773,positive
perch,linear,B_minus_A,vz30799,12,0.99603174603174605,positive
perch,linear,B_minus_A,vz31403,12,0.77061189149861908,positive
perch,linear,B_minus_A,vz31410,12,0.92730803147469809,positive
perch,linear,B_minus_A,vz31466,12,0.7984839234839235,positive
perch,linear,B_minus_A,vz31728,12,0.40616034936855366,positive
perch,linear,B_minus_A,vz31742,12,0.81237361405045594,positive
perch,linear,B_minus_A,vz31749,12,0.97319688109161795,positive
perch,linear,B_minus_A,vz31866,12,0.60515112925094083,positive
perch,linear,B_minus_A,vz31906,12,0.44220384000211183,positive
perch,linear,B_minus_A,vz32978,12,0.65877174090846857,positive
perch,linear,B_minus_A,vz33158,12,0.77076423272957362,positive
perch,linear,B_minus_A,vz33280,12,0.73573272887365848,positive
perch,linear,B_minus_A,vz33342,12,0.80947029263592729,positive
perch,linear,B_minus_A,vz33544,12,0.39075602003401833,positive
perch,linear,B_minus_A,vz33661,12,0.86794776587733236,positive
perch,linear,B_minus_A,vz33688,12,0.39564341224655641,positive
perch,linear,B_minus_A,vz33691,12,0.41776537756077398,positive
perch,linear,B_minus_A,vz33700,12,0.93142387503800539,positive
perch,linear,B_minus_A,vz33851,12,0.96932234432234432,positive
perch,linear,B_minus_A,vz33887,12,0.67984607984607981,positive
perch,linear,B_minus_A,vz33890,12,0.71899350649350657,positive
perch,linear,B_minus_A,vz33899,12,0.60992263634638322,positive
perch,linear,B_minus_C,pf71373,12,0.70041775990564747,positive
perch,linear,B_minus_C,pf71395,12,0.92103586726012354,positive
perch,linear,B_minus_C,pf71411,12,0.94825236491903153,positive
perch,linear,B_minus_C,pf71904,12,0.89322795763013152,positive
perch,linear,B_minus_C,pf71915,12,0.8450344235813344,positive
perch,linear,B_minus_C,pf71937,12,0.9421797246740039,positive
perch,linear,B_minus_C,pf72101,12,0.73545604168411183,positive
perch,linear,B_minus_C,pf72506,12,0.91833353512605997,positive
perch,linear,B_minus_C,pf72509,12,0.97758284600389855,positive
perch,linear,B_minus_C,pf72510,12,0.95274170274170267,positive
perch,linear,B_minus_C,pf72514,12,0.70788000985369404,positive
perch,linear,B_minus_C,pf72561,12,1,positive
perch,linear,B_minus_C,pf72730,12,0.99603174603174605,positive
perch,linear,B_minus_C,pf72757,12,0.88206749415862362,positive
perch,linear,B_minus_C,te80906,12,0.98407002354370776,positive
perch,linear,B_minus_C,te80930,12,0.82487137195375171,positive
perch,linear,B_minus_C,tj26850,12,0.80454512433917469,positive
perch,linear,B_minus_C,tl38410,12,0.98913043478260876,positive
perch,linear,B_minus_C,tl38650,12,0.85616530659634105,positive
perch,linear,B_minus_C,tl38664,12,0.73648153144058481,positive
perch,linear,B_minus_C,tr43216,12,0.75471586264683133,positive
perch,linear,B_minus_C,tr43324,12,0.98076923076923084,positive
perch,linear,B_minus_C,tr43332,12,0.76241842989722919,positive
perch,linear,B_minus_C,tr43333,12,0.69703330050865731,positive
perch,linear,B_minus_C,tr43342,12,0.48232633464918634,positive
perch,linear,B_minus_C,ts47913,12,0.9577308656256025,positive
perch,linear,B_minus_C,ts47968,12,0.78038791861160284,positive
perch,linear,B_minus_C,tv26548,12,0.85631592673590251,positive
perch,linear,B_minus_C,tv44361,12,0.65037972086495099,positive
perch,linear,B_minus_C,tw41613,12,0.79243010830160843,positive
perch,linear,B_minus_C,tw41667,12,0.93857154460224645,positive
perch,linear,B_minus_C,tw41728,12,0.9738095238095239,positive
perch,linear,B_minus_C,tw41833,12,0.99603174603174605,positive
perch,linear,B_minus_C,tw41850,12,0.83013353129199807,positive
perch,linear,B_minus_C,tw41881,12,0.85065897341068963,positive
perch,linear,B_minus_C,tw41893,12,0.73444596339333179,positive
perch,linear,B_minus_C,ty68001,12,0.92610201975527062,positive
perch,linear,B_minus_C,ty68090,12,0.82878769327437485,positive
perch,linear,B_minus_C,ty68169,12,0.66356408426300895,positive
perch,linear,B_minus_C,ty68197,12,0.60594834650898732,positive
perch,linear,B_minus_C,ty68250,12,0.93144660626544684,positive
perch,linear,B_minus_C,ty68256,12,0.93678268755668126,positive
perch,linear,B_minus_C,ty68266,12,0.89906675450153706,positive
perch,linear,B_minus_C,ty68269,12,0.95478595478595485,positive
perch,linear,B_minus_C,ty68288,12,0.73613622073374396,positive
perch,linear,B_minus_C,ty68290,12,0.96881091617933723,positive
perch,linear,B_minus_C,ty68302,12,0.64754216315575341,positive
perch,linear,B_minus_C,ty68314,12,0.36843118815101566,positive
perch,linear,B_minus_C,ty68356,12,0.85499500499500503,positive
perch,linear,B_minus_C,ty68365,12,0.95012626262626254,positive
perch,linear,B_minus_C,ty68368,12,0.49339069191042872,positive
perch,linear,B_minus_C,ty68410,12,0.96881091617933723,positive
perch,linear,B_minus_C,ty68701,12,0.58972726749117443,positive
perch,linear,B_minus_C,ty68797,12,0.94756892885295774,positive
perch,linear,B_minus_C,ty68817,12,0.28436155204731056,positive
perch,linear,B_minus_C,ty69095,12,0.5710164835164836,positive
perch,linear,B_minus_C,ty69215,12,0.4657465349414367,positive
perch,linear,B_minus_C,ty69216,12,0.46290489014751895,positive
perch,linear,B_minus_C,ty69429,12,0.66166599138735371,positive
perch,linear,B_minus_C,ty69450,12,0.78043703372650741,positive
perch,linear,B_minus_C,ty69456,12,0.78295331714715777,positive
perch,linear,B_minus_C,ty69457,12,0.68924725431464839,positive
perch,linear,B_minus_C,ty69479,12,0.61968886782483268,positive
perch,linear,B_minus_C,ty69494,12,0.74576617346603324,positive
perch,linear,B_minus_C,ty69500,12,0.85962671831092885,positive
perch,linear,B_minus_C,ty70009,12,0.60046999927030897,positive
perch,linear,B_minus_C,ty70013,12,0.95737133237133232,positive
perch,linear,B_minus_C,ty70023,12,0.70713455872900821,positive
perch,linear,B_minus_C,ty70082,12,0.8976075828029022,positive
perch,linear,B_minus_C,ty70093,12,0.622776806332206,positive
perch,linear,B_minus_C,ty70118,12,0.86327593974652794,positive
perch,linear,B_minus_C,ty70233,12,0.63990272179927354,positive
perch,linear,B_minus_C,ty70249,12,0.48369624481088275,positive
perch,linear,B_minus_C,ty70291,12,0.78925581046487692,positive
perch,linear,B_minus_C,ty70575,12,0.82511835143414081,positive
perch,linear,B_minus_C,ty70701,12,0.0043859649122807058,positive
perch,linear,B_minus_C,ty70791,12,0.65219891950579556,positive
perch,linear,B_minus_C,ty70988,12,0.8265679034035901,positive
perch,linear,B_minus_C,vb55885,12,0.92292468334134992,positive
perch,linear,B_minus_C,vs83969,12,0.92718110636067308,positive
perch,linear,B_minus_C,vs84180,12,0.57323116698116694,positive
perch,linear,B_minus_C,vs84238,12,0.84684667246923262,positive
perch,linear,B_minus_C,vs84262,12,0.87897377857332115,positive
perch,linear,B_minus_C,vz29416,12,0.85052099946836768,positive
perch,linear,B_minus_C,vz29510,12,0.93198969646338081,positive
perch,linear,B_minus_C,vz30799,12,0.99603174603174605,positive
perch,linear,B_minus_C,vz31403,12,0.8644243913980757,positive
perch,linear,B_minus_C,vz31410,12,0.9203457674231158,positive
perch,linear,B_minus_C,vz31466,12,0.89959114959114961,positive
perch,linear,B_minus_C,vz31728,12,0.52292530759396993,positive
perch,linear,B_minus_C,vz31742,12,0.84702993417698502,positive
perch,linear,B_minus_C,vz31749,12,0.98245614035087714,positive
perch,linear,B_minus_C,vz31866,12,0.60837275340758323,positive
perch,linear,B_minus_C,vz31906,12,0.5690613668204304,positive
perch,linear,B_minus_C,vz32978,12,0.77898621845990268,positive
perch,linear,B_minus_C,vz33158,12,0.83004415069632442,positive
perch,linear,B_minus_C,vz33280,12,0.7390030946065429,positive
perch,linear,B_minus_C,vz33342,12,0.86879832252223144,positive
perch,linear,B_minus_C,vz33544,12,0.46228884491268385,positive
perch,linear,B_minus_C,vz33661,12,0.8956840630989239,positive
perch,linear,B_minus_C,vz33688,12,0.52113327848621971,positive
perch,linear,B_minus_C,vz33691,12,0.47411241469212489,positive
perch,linear,B_minus_C,vz33700,12,0.92482654600301661,positive
perch,linear,B_minus_C,vz33851,12,0.99603174603174605,positive
perch,linear,B_minus_C,vz33887,12,0.85225362096429713,positive
perch,linear,B_minus_C,vz33890,12,0.78838811042758417,positive
perch,linear,B_minus_C,vz33899,12,0.64392594025914462,positive
perch,centroid,B_minus_A,pf71373,12,0.36628619793581435,positive
perch,centroid,B_minus_A,pf71395,12,0.90578334708769503,positive
perch,centroid,B_minus_A,pf71411,12,0.41335978835978837,positive
perch,centroid,B_minus_A,pf71904,12,0.54172353288009278,positive
perch,centroid,B_minus_A,pf71915,12,0.52451788841388158,positive
perch,centroid,B_minus_A,pf71937,12,0.4746919840733228,positive
perch,centroid,B_minus_A,pf72101,12,0.49613510597283411,positive
perch,centroid,B_minus_A,pf72506,12,0.72642415243835112,positive
perch,centroid,B_minus_A,pf72509,12,0.85060516862576374,positive
perch,centroid,B_minus_A,pf72510,12,0.49946977917334845,positive
perch,centroid,B_minus_A,pf72514,12,0.97283272283272293,positive
perch,centroid,B_minus_A,pf72561,12,0.97807017543859642,positive
perch,centroid,B_minus_A,pf72730,12,0.49603174603174605,positive
perch,centroid,B_minus_A,pf72757,12,0.69525280815938684,positive
perch,centroid,B_minus_A,te80906,12,0.59897390920941651,positive
perch,centroid,B_minus_A,te80930,12,0.084468912729782283,positive
perch,centroid,B_minus_A,tj26850,12,0.54292232190782908,positive
perch,centroid,B_minus_A,tl38410,12,0.38717915991856428,positive
perch,centroid,B_minus_A,tl38650,12,0.50883614991125603,positive
perch,centroid,B_minus_A,tl38664,12,0.33965263537631962,positive
perch,centroid,B_minus_A,tr43216,12,0.45155024713848241,positive
perch,centroid,B_minus_A,tr43324,12,0.8717078433897657,positive
perch,centroid,B_minus_A,tr43332,12,0.18308913308913308,positive
perch,centroid,B_minus_A,tr43333,12,0.48183128361146932,positive
perch,centroid,B_minus_A,tr43342,12,0.090346283440912598,positive
perch,centroid,B_minus_A,ts47913,12,0,zero
perch,centroid,B_minus_A,ts47968,12,0.60840319736200754,positive
perch,centroid,B_minus_A,tv26548,12,0.41677289340498175,positive
perch,centroid,B_minus_A,tv44361,12,0.3246211373870948,positive
perch,centroid,B_minus_A,tw41613,12,0.39970153303486633,positive
perch,centroid,B_minus_A,tw41667,12,0.26727459099581857,positive
perch,centroid,B_minus_A,tw41728,12,0.53119247281442494,positive
perch,centroid,B_minus_A,tw41833,12,0.93990286172948723,positive
perch,centroid,B_minus_A,tw41850,12,0.46825396825396831,positive
perch,centroid,B_minus_A,tw41881,12,0.34077141232817459,positive
perch,centroid,B_minus_A,tw41893,12,0.486563718068387,positive
perch,centroid,B_minus_A,ty68001,12,0.49766905480140777,positive
perch,centroid,B_minus_A,ty68090,12,0.66046524138629403,positive
perch,centroid,B_minus_A,ty68169,12,0.47473869378511552,positive
perch,centroid,B_minus_A,ty68197,12,0.1583546462063086,positive
perch,centroid,B_minus_A,ty68250,12,0.45294638935943282,positive
perch,centroid,B_minus_A,ty68256,12,0.4332850365225307,positive
perch,centroid,B_minus_A,ty68266,12,0.85375970895993136,positive
perch,centroid,B_minus_A,ty68269,12,0.90322479452914239,positive
perch,centroid,B_minus_A,ty68288,12,0.53600148684254012,positive
perch,centroid,B_minus_A,ty68290,12,0.37014770126898272,positive
perch,centroid,B_minus_A,ty68302,12,0.50610277921217539,positive
perch,centroid,B_minus_A,ty68314,12,0.31016749823863171,positive
perch,centroid,B_minus_A,ty68356,12,0.93451842275371699,positive
perch,centroid,B_minus_A,ty68365,12,0.69914958240557867,positive
perch,centroid,B_minus_A,ty68368,12,0.33561681065494953,positive
perch,centroid,B_minus_A,ty68410,12,0.7205716252770028,positive
perch,centroid,B_minus_A,ty68701,12,0.55709084108291507,positive
perch,centroid,B_minus_A,ty68797,12,0.65700938371351891,positive
perch,centroid,B_minus_A,ty68817,12,0.0074008704872549251,positive
perch,centroid,B_minus_A,ty69095,12,0.0020353915090757235,positive
perch,centroid,B_minus_A,ty69215,12,0.47472574117899868,positive
perch,centroid,B_minus_A,ty69216,12,0.57947450754103735,positive
perch,centroid,B_minus_A,ty69429,12,0.013888888888888888,positive
perch,centroid,B_minus_A,ty69450,12,0.611130033329634,positive
perch,centroid,B_minus_A,ty69456,12,0.6796249732139118,positive
perch,centroid,B_minus_A,ty69457,12,0.5255443866705477,positive
perch,centroid,B_minus_A,ty69479,12,0.26259177913589676,positive
perch,centroid,B_minus_A,ty69494,12,0.55097798229640782,positive
perch,centroid,B_minus_A,ty69500,12,0.91601006855879419,positive
perch,centroid,B_minus_A,ty70009,12,0.10256410256410257,positive
perch,centroid,B_minus_A,ty70013,12,0.5115745799047724,positive
perch,centroid,B_minus_A,ty70023,12,0.27309408555108944,positive
perch,centroid,B_minus_A,ty70082,12,0.7842256584097399,positive
perch,centroid,B_minus_A,ty70093,12,0.49394943912487771,positive
perch,centroid,B_minus_A,ty70118,12,0.95972928038145433,positive
perch,centroid,B_minus_A,ty70233,12,0.7280938318433553,positive
perch,centroid,B_minus_A,ty70249,12,0.57432797021183746,positive
perch,centroid,B_minus_A,ty70291,12,0.19957393483709271,positive
perch,centroid,B_minus_A,ty70575,12,0.76207906827472038,positive
perch,centroid,B_minus_A,ty70701,12,0.013645224171539969,positive
perch,centroid,B_minus_A,ty70791,12,0.48111141338294211,positive
perch,centroid,B_minus_A,ty70988,12,0.18448282024133419,positive
perch,centroid,B_minus_A,vb55885,12,0.58603801169590641,positive
perch,centroid,B_minus_A,vs83969,12,0.61515220712791041,positive
perch,centroid,B_minus_A,vs84180,12,0.31971322794852203,positive
perch,centroid,B_minus_A,vs84238,12,0.45832663924769185,positive
perch,centroid,B_minus_A,vs84262,12,0.40896418396418394,positive
perch,centroid,B_minus_A,vz29416,12,0.64682539682539686,positive
perch,centroid,B_minus_A,vz29510,12,0.85593443057211183,positive
perch,centroid,B_minus_A,vz30799,12,0.95643547273982055,positive
perch,centroid,B_minus_A,vz31403,12,0.43154298872689673,positive
perch,centroid,B_minus_A,vz31410,12,0.69122471858169787,positive
perch,centroid,B_minus_A,vz31466,12,0.087315462315462333,positive
perch,centroid,B_minus_A,vz31728,12,0.35834852282220703,positive
perch,centroid,B_minus_A,vz31742,12,0.25165404040404044,positive
perch,centroid,B_minus_A,vz31749,12,0.75377851924391159,positive
perch,centroid,B_minus_A,vz31866,12,0.16328091842797726,positive
perch,centroid,B_minus_A,vz31906,12,0.70152254802511915,positive
perch,centroid,B_minus_A,vz32978,12,0.94101454101454085,positive
perch,centroid,B_minus_A,vz33158,12,0.42514384733503507,positive
perch,centroid,B_minus_A,vz33280,12,0.63609022556390971,positive
perch,centroid,B_minus_A,vz33342,12,0.48072313327185889,positive
perch,centroid,B_minus_A,vz33544,12,0.55135947428904086,positive
perch,centroid,B_minus_A,vz33661,12,0.60737133949088828,positive
perch,centroid,B_minus_A,vz33688,12,0.17787871407399714,positive
perch,centroid,B_minus_A,vz33691,12,0.18848432839619386,positive
perch,centroid,B_minus_A,vz33700,12,0.81812305360465498,positive
perch,centroid,B_minus_A,vz33851,12,0.71462681243382997,positive
perch,centroid,B_minus_A,vz33887,12,0.6714103039305277,positive
perch,centroid,B_minus_A,vz33890,12,0.86254809843015723,positive
perch,centroid,B_minus_A,vz33899,12,0.68957320457320448,positive
perch,centroid,B_minus_C,pf71373,12,0.31065432980394619,positive
perch,centroid,B_minus_C,pf71395,12,0.90578334708769503,positive
perch,centroid,B_minus_C,pf71411,12,0.41335978835978837,positive
perch,centroid,B_minus_C,pf71904,12,0.55098279213935197,positive
perch,centroid,B_minus_C,pf71915,12,0.53933270322869642,positive
perch,centroid,B_minus_C,pf71937,12,0.45785696723830593,positive
perch,centroid,B_minus_C,pf72101,12,0.46003814193469367,positive
perch,centroid,B_minus_C,pf72506,12,0.72642415243835112,positive
perch,centroid,B_minus_C,pf72509,12,0.85060516862576374,positive
perch,centroid,B_minus_C,pf72510,12,0.49265159735516661,positive
perch,centroid,B_minus_C,pf72514,12,0.97283272283272293,positive
perch,centroid,B_minus_C,pf72561,12,0.97807017543859642,positive
perch,centroid,B_minus_C,pf72730,12,0.49603174603174605,positive
perch,centroid,B_minus_C,pf72757,12,0.69525280815938684,positive
perch,centroid,B_minus_C,te80906,12,0.59897390920941651,positive
perch,centroid,B_minus_C,te80930,12,0.099620427881297435,positive
perch,centroid,B_minus_C,tj26850,12,0.59336825278854255,positive
perch,centroid,B_minus_C,tl38410,12,0.39475491749432184,positive
perch,centroid,B_minus_C,tl38650,12,0.50476225463591973,positive
perch,centroid,B_minus_C,tl38664,12,0.33965263537631962,positive
perch,centroid,B_minus_C,tr43216,12,0.43580575770978247,positive
perch,centroid,B_minus_C,tr43324,12,0.8717078433897657,positive
perch,centroid,B_minus_C,tr43332,12,0.2809523809523809,positive
perch,centroid,B_minus_C,tr43333,12,0.47751029595714839,positive
perch,centroid,B_minus_C,tr43342,12,0.11743092384077038,positive
perch,centroid,B_minus_C,ts47913,12,0,zero
perch,centroid,B_minus_C,ts47968,12,0.64277729273438655,positive
perch,centroid,B_minus_C,tv26548,12,0.4034077182751008,positive
perch,centroid,B_minus_C,tv44361,12,0.28457534102695392,positive
perch,centroid,B_minus_C,tw41613,12,0.47798436131769462,positive
perch,centroid,B_minus_C,tw41667,12,0.26727459099581857,positive
perch,centroid,B_minus_C,tw41728,12,0.51837195999391217,positive
perch,centroid,B_minus_C,tw41833,12,0.93990286172948723,positive
perch,centroid,B_minus_C,tw41850,12,0.46825396825396831,positive
perch,centroid,B_minus_C,tw41881,12,0.40188223082959929,positive
perch,centroid,B_minus_C,tw41893,12,0.49116689267156161,positive
perch,centroid,B_minus_C,ty68001,12,0.49766905480140777,positive
perch,centroid,B_minus_C,ty68090,12,0.66463190805296068,positive
perch,centroid,B_minus_C,ty68169,12,0.50053234457876628,positive
perch,centroid,B_minus_C,ty68197,12,0.1583546462063086,positive
perch,centroid,B_minus_C,ty68250,12,0.45294638935943282,positive
perch,centroid,B_minus_C,ty68256,12,0.4332850365225307,positive
perch,centroid,B_minus_C,ty68266,12,0.85375970895993136,positive
perch,centroid,B_minus_C,ty68269,12,0.90322479452914239,positive
perch,centroid,B_minus_C,ty68288,12,0.58742452788245425,positive
perch,centroid,B_minus_C,ty68290,12,0.37014770126898272,positive
perch,centroid,B_minus_C,ty68302,12,0.51764911542956427,positive
perch,centroid,B_minus_C,ty68314,12,0.4711953385629451,positive
perch,centroid,B_minus_C,ty68356,12,0.77990412365412365,positive
perch,centroid,B_minus_C,ty68365,12,0.69914958240557867,positive
perch,centroid,B_minus_C,ty68368,12,0.41496607504425959,positive
perch,centroid,B_minus_C,ty68410,12,0.82427131729191228,positive
perch,centroid,B_minus_C,ty68701,12,0.53775328111320397,positive
perch,centroid,B_minus_C,ty68797,12,0.65700938371351891,positive
perch,centroid,B_minus_C,ty68817,12,0.15189013433309437,positive
perch,centroid,B_minus_C,ty69095,12,0.38737831369410314,positive
perch,centroid,B_minus_C,ty69215,12,0.42197329378393444,positive
perch,centroid,B_minus_C,ty69216,12,0.55431154887424239,positive
perch,centroid,B_minus_C,ty69429,12,0.013888888888888888,positive
perch,centroid,B_minus_C,ty69450,12,0.60650040370000446,positive
perch,centroid,B_minus_C,ty69456,12,0.67958854709923822,positive
perch,centroid,B_minus_C,ty69457,12,0.51800236986382497,positive
perch,centroid,B_minus_C,ty69479,12,0.24612119090060261,positive
perch,centroid,B_minus_C,ty69494,12,0.7011384350312313,positive
perch,centroid,B_minus_C,ty69500,12,0.91601006855879419,positive
perch,centroid,B_minus_C,ty70009,12,0.10256410256410257,positive
perch,centroid,B_minus_C,ty70013,12,0.5115745799047724,positive
perch,centroid,B_minus_C,ty70023,12,0.2441467171300368,positive
perch,centroid,B_minus_C,ty70082,12,0.7842256584097399,positive
perch,centroid,B_minus_C,ty70093,12,0.50536183134222346,positive
perch,centroid,B_minus_C,ty70118,12,0.95047002112219514,positive
perch,centroid,B_minus_C,ty70233,12,0.71492548667692002,positive
perch,centroid,B_minus_C,ty70249,12,0.57156716863524648,positive
perch,centroid,B_minus_C,ty70291,12,0.21327125284475557,positive
perch,centroid,B_minus_C,ty70575,12,0.76207906827472038,positive
perch,centroid,B_minus_C,ty70701,12,0.0043859649122807058,positive
perch,centroid,B_minus_C,ty70791,12,0.5456195149305173,positive
perch,centroid,B_minus_C,ty70988,12,0.22539191115042509,positive
perch,centroid,B_minus_C,vb55885,12,0.58603801169590641,positive
perch,centroid,B_minus_C,vs83969,12,0.65959665157235492,positive
perch,centroid,B_minus_C,vs84180,12,0.27820904757437265,positive
perch,centroid,B_minus_C,vs84238,12,0.39429440767160062,positive
