panel,pipeline,readout,contrast,endpoint_role,estimate,panel_ci_low_not_plotted,panel_ci_high_not_plotted,positive,config_mean,conditional_ci_low,conditional_ci_high,n_panels,n_birds,bootstrap_draws,conditioning,source_panel_csv_sha256,source_conditional_csv_sha256
panel012,birdnet,centroid,B_minus_C,secondary_readout_robustness,0.5386206473698717,0.47239782291837562,0.60484919873444065,true,0.55928532829978228,0.51330579287509903,0.60512882150628644,12,107,10000,fixed_12_generated_configurations,d7504c6804915d47532d497fbda20929778aebf0c59b8bb5033cd129a8eebc85,1dbdd0210e96f314773627ae78abaad6efba3005b9b44c65a779b1d2cf81e034
panel001,perch,centroid,B_minus_A,secondary_readout_robustness,0.44722550058244193,0.3687222576746465,0.52425028818766928,true,0.51465682389076328,0.46721724366788464,0.56276121472018248,12,107,10000,fixed_12_generated_configurations,d7504c6804915d47532d497fbda20929778aebf0c59b8bb5033cd129a8eebc85,1dbdd0210e96f314773627ae78abaad6efba3005b9b44c65a779b1d2cf81e034
panel002,perch,centroid,B_minus_A,secondary_readout_robustness,0.54492325659507534,0.47174869550665061,0.61799583828433835,true,0.51465682389076328,0.46721724366788464,0.56276121472018248,12,107,10000,fixed_12_generated_configurations,d7504c6804915d47532d497fbda20929778aebf0c59b8bb5033cd129a8eebc85,1dbdd0210e96f314773627ae78abaad6efba3005b9b44c65a779b1d2cf81e034
panel003,perch,centroid,B_minus_A,secondary_readout_robustness,0.54272433833030276,0.47042133237776379,0.61432717278296955,true,0.51465682389076328,0.46721724366788464,0.56276121472018248,12,107,10000,fixed_12_generated_configurations,d7504c6804915d47532d497fbda20929778aebf0c59b8bb5033cd129a8eebc85,1dbdd0210e96f314773627ae78abaad6efba3005b9b44c65a779b1d2cf81e034
panel004,perch,centroid,B_minus_A,secondary_readout_robustness,0.48117750758134331,0.4043229663521854,0.55735667200233219,true,0.51465682389076328,0.46721724366788464,0.56276121472018248,12,107,10000,fixed_12_generated_configurations,d7504c6804915d47532d497fbda20929778aebf0c59b8bb5033cd129a8eebc85,1dbdd0210e96f314773627ae78abaad6efba3005b9b44c65a779b1d2cf81e034
panel005,perch,centroid,B_minus_A,secondary_readout_robustness,0.52532080091857269,0.45447358506133773,0.5971100029349139,true,0.51465682389076328,0.46721724366788464,0.56276121472018248,12,107,10000,fixed_12_generated_configurations,d7504c6804915d47532d497fbda20929778aebf0c59b8bb5033cd129a8eebc85,1dbdd0210e96f314773627ae78abaad6efba3005b9b44c65a779b1d2cf81e034
panel006,perch,centroid,B_minus_A,secondary_readout_robustness,0.53971224535944551,0.46829727028400653,0.61049248282656121,true,0.51465682389076328,0.46721724366788464,0.56276121472018248,12,107,10000,fixed_12_generated_configurations,d7504c6804915d47532d497fbda20929778aebf0c59b8bb5033cd129a8eebc85,1dbdd0210e96f314773627ae78abaad6efba3005b9b44c65a779b1d2cf81e034
panel007,perch,centroid,B_minus_A,secondary_readout_robustness,0.53116139861688294,0.4549986403262265,0.60606051639994707,true,0.51465682389076328,0.46721724366788464,0.56276121472018248,12,107,10000,fixed_12_generated_configurations,d7504c6804915d47532d497fbda20929778aebf0c59b8bb5033cd129a8eebc85,1dbdd0210e96f314773627ae78abaad6efba3005b9b44c65a779b1d2cf81e034
panel008,perch,centroid,B_minus_A,secondary_readout_robustness,0.50634702228896467,0.42876234757849258,0.58112840394540732,true,0.51465682389076328,0.46721724366788464,0.56276121472018248,12,107,10000,fixed_12_generated_configurations,d7504c6804915d47532d497fbda20929778aebf0c59b8bb5033cd129a8eebc85,1dbdd0210e96f314773627ae78abaad6efba3005b9b44c65a779b1d2cf81e034
panel009,perch,centroid,B_minus_A,secondary_readout_robustness,0.49629454132967554,0.42347313896145783,0.56817186851961443,true,0.51465682389076328,0.46721724366788464,0.56276121472018248,12,107,10000,fixed_12_generated_configurations,d7504c6804915d47532d497fbda20929778aebf0c59b8bb5033cd129a8eebc85,1dbdd0210e96f314773627ae78abaad6efba3005b9b44c65a779b1d2cf81e034
panel010,perch,centroid,B_minus_A,secondary_readout_robustness,0.54537974359323382,0.47152616290979266,0.61794508375234514,true,0.51465682389076328,0.46721724366788464,0.56276121472018248,12,107,10000,fixed_12_generated_configurations,d7504c6804915d47532d497fbda20929778aebf0c59b8bb5033cd129a8eebc85,1dbdd0210e96f314773627ae78abaad6efba3005b9b44c65a779b1d2cf81e034
panel011,perch,centroid,B_minus_A,secondary_readout_robustness,0.4987664869682838,0.41864473917753975,0.57627987547398896,true,0.51465682389076328,0.46721724366788464,0.56276121472018248,12,107,10000,fixed_12_generated_configurations,d7504c6804915d47532d497fbda20929778aebf0c59b8bb5033cd129a8eebc85,1dbdd0210e96f314773627ae78abaad6efba3005b9b44c65a779b1d2cf81e034
panel012,perch,centroid,B_minus_A,secondary_readout_robustness,0.51684904452493585,0.44471071165272091,0.58948256080159078,true,0.51465682389076328,0.46721724366788464,0.56276121472018248,12,107,10000,fixed_12_generated_configurations,d7504c6804915d47532d497fbda20929778aebf0c59b8bb5033cd129a8eebc85,1dbdd0210e96f314773627ae78abaad6efba3005b9b44c65a779b1d2cf81e034
panel001,perch,centroid,B_minus_C,secondary_readout_robustness,0.46273809564685903,0.38715152803229386,0.5360163424248845,true,0.52730891469601038,0.48142189662804352,0.57337617467407775,12,107,10000,fixed_12_generated_configurations,d7504c6804915d47532d497fbda20929778aebf0c59b8bb5033cd129a8eebc85,1dbdd0210e96f314773627ae78abaad6efba3005b9b44c65a779b1d2cf81e034
panel002,perch,centroid,B_minus_C,secondary_readout_robustness,0.55458857517965832,0.47925367339915725,0.62788168065246797,true,0.52730891469601038,0.48142189662804352,0.57337617467407775,12,107,10000,fixed_12_generated_configurations,d7504c6804915d47532d497fbda20929778aebf0c59b8bb5033cd129a8eebc85,1dbdd0210e96f314773627ae78abaad6efba3005b9b44c65a779b1d2cf81e034
panel003,perch,centroid,B_minus_C,secondary_readout_robustness,0.55341738645958527,0.48291363955031791,0.62403166255989706,true,0.52730891469601038,0.48142189662804352,0.57337617467407775,12,107,10000,fixed_12_generated_configurations,d7504c6804915d47532d497fbda20929778aebf0c59b8bb5033cd129a8eebc85,1dbdd0210e96f314773627ae78abaad6efba3005b9b44c65a779b1d2cf81e034
panel004,perch,centroid,B_minus_C,secondary_readout_robustness,0.51259102696060199,0.44228318029122826,0.58319938382948167,true,0.52730891469601038,0.48142189662804352,0.57337617467407775,12,107,10000,fixed_12_generated_configurations,d7504c6804915d47532d497fbda20929778aebf0c59b8bb5033cd129a8eebc85,1dbdd0210e96f314773627ae78abaad6efba3005b9b44c65a779b1d2cf81e034
panel005,perch,centroid,B_minus_C,secondary_readout_robustness,0.54108951299008645,0.47266334662115467,0.60964683923125951,true,0.52730891469601038,0.48142189662804352,0.57337617467407775,12,107,10000,fixed_12_generated_configurations,d7504c6804915d47532d497fbda20929778aebf0c59b8bb5033cd129a8eebc85,1dbdd0210e96f314773627ae78abaad6efba3005b9b44c65a779b1d2cf81e034
panel006,perch,centroid,B_minus_C,secondary_readout_robustness,0.54086049057900509,0.46962276540409392,0.61103661546208776,true,0.52730891469601038,0.48142189662804352,0.57337617467407775,12,107,10000,fixed_12_generated_configurations,d7504c6804915d47532d497fbda20929778aebf0c59b8bb5033cd129a8eebc85,1dbdd0210e96f314773627ae78abaad6efba3005b9b44c65a779b1d2cf81e034
panel007,perch,centroid,B_minus_C,secondary_readout_robustness,0.55010641907468782,0.47613263984497606,0.62099218632801478,true,0.52730891469601038,0.48142189662804352,0.57337617467407775,12,107,10000,fixed_12_generated_configurations,d7504c6804915d47532d497fbda20929778aebf0c59b8bb5033cd129a8eebc85,1dbdd0210e96f314773627ae78abaad6efba3005b9b44c65a779b1d2cf81e034
panel008,perch,centroid,B_minus_C,secondary_readout_robustness,0.51529137022109106,0.43831616170240123,0.58865311755983141,true,0.52730891469601038,0.48142189662804352,0.57337617467407775,12,107,10000,fixed_12_generated_configurations,d7504c6804915d47532d497fbda20929778aebf0c59b8bb5033cd129a8eebc85,1dbdd0210e96f314773627ae78abaad6efba3005b9b44c65a779b1d2cf81e034
panel009,perch,centroid,B_minus_C,secondary_readout_robustness,0.49421241022923257,0.42015225915978832,0.56531172173134292,true,0.52730891469601038,0.48142189662804352,0.57337617467407775,12,107,10000,fixed_12_generated_configurations,d7504c6804915d47532d497fbda20929778aebf0c59b8bb5033cd129a8eebc85,1dbdd0210e96f314773627ae78abaad6efba3005b9b44c65a779b1d2cf81e034
panel010,perch,centroid,B_minus_C,secondary_readout_robustness,0.55104178021490369,0.47693925964977452,0.62426844706786133,true,0.52730891469601038,0.48142189662804352,0.57337617467407775,12,107,10000,fixed_12_generated_configurations,d7504c6804915d47532d497fbda20929778aebf0c59b8bb5033cd129a8eebc85,1dbdd0210e96f314773627ae78abaad6efba3005b9b44c65a779b1d2cf81e034
panel011,perch,centroid,B_minus_C,secondary_readout_robustness,0.52254438751232601,0.44650703332453445,0.5967941188641287,true,0.52730891469601038,0.48142189662804352,0.57337617467407775,12,107,10000,fixed_12_generated_configurations,d7504c6804915d47532d497fbda20929778aebf0c59b8bb5033cd129a8eebc85,1dbdd0210e96f314773627ae78abaad6efba3005b9b44c65a779b1d2cf81e034
panel012,perch,centroid,B_minus_C,secondary_readout_robustness,0.52922552128408651,0.45861828143980371,0.59905997058562677,true,0.52730891469601038,0.48142189662804352,0.57337617467407775,12,107,10000,fixed_12_generated_configurations,d7504c6804915d47532d497fbda20929778aebf0c59b8bb5033cd129a8eebc85,1dbdd0210e96f314773627ae78abaad6efba3005b9b44c65a779b1d2cf81e034
